QBarcode,Energy,Protein,Total lipid (fat),"Carbohydrate, by difference",Total dietary fiber,Total sugars,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Vitamin A (IU),Vitamin A (RAE),Retinol,Beta-carotene,Alpha-carotene,Beta-cryptoxanthin,Lycopene,Lutein + zeaxanthin,Vitamin D,Vitamin K,Alpha-tocopherol (Vitamin E),Added vitamin E,Beta-tocopherol,Gamma-tocopherol,Delta-tocopherol,"Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B6,"Folate, total",Folic acid,Food folate,Folate (DFE),Vitamin B12,Added Vitamin B12,Cholesterol,Alcohol,Caffeine,Total saturated fatty acids,4:00,6:00,8:00,10:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,20:00,22:00,24:00:00,Total monounsaturated fatty acids,14:01,15:01,16:1 undifferentiated,22:1 undifferentiated,Total polyunsaturated fatty acids,18:2 undifferentiated,18:3 undifferentiated,18:04,20:4 undifferentiated,20:5 n-3,22:5 n-3,22:6 n-3,"Fatty acids, total trans","Fatty acids, total trans-monoenoic","Fatty acids, total trans-polyenoic"
100,2611.43777381735,120.763868451915,83.2998088692612,352.943254377332,23.6482357145103,172.397854643884,2354.56734524178,16.5658999703842,497.124901787418,2686.89798214697,6378.45701194742,3915.6007083439,15.8365623809885,1.77135502977558,3.7217595268221,133.621758332074,12277.4642800076,1662.76893453644,1261.74825595267,3769.5263660781,1193.3443125,64.05795535989,4443.93375,1459.00649107622,648.131964285714,99.1989940495369,10.6938251785854,0.0,0.120657142857143,7.70689946428629,1.71999107142857,194.201625600533,2.26480979167006,5.52855545834356,27.2095362797576,10.04232125597,3.26991712500913,467.939303579667,150.057857142857,304.870732151095,560.525392865381,12.3858779761409,1.5104,291.185815474309,2.646,13.2364285714286,24.4421851131181,0.195447142857143,0.0637075,0.06538375,0.169461321428571,0.254095267857143,0.00285535714285714,1.26447385118474,0.0403460714285714,13.9451788809707,0.0825402678571429,5.65537272024773,0.103804857142857,0.0956877857142857,0.0372332142857143,29.0892590595511,0.0508823214285714,0.000192857142857143,1.27793688094459,0.0172247619046607,22.6787522203893,20.3315295001661,1.8463332143083,0.0158745238076366,0.148038273795934,0.0379990476119643,0.00643290476157589,0.115665642838504,1.26112721428571,0.820776571428572,0.0907106428571428
102,3289.88707887317,115.554945132669,136.265283661134,410.163350269555,26.0318040179975,141.958303348856,1414.94238393054,23.1629418155477,492.534681546767,2082.54648362797,6154.41809079098,4788.0729181637,18.6265572618961,2.31488639584004,4.7000604538901,138.425410711942,8186.59571441756,852.673026792608,541.793428571616,3018.82363690893,699.831142857143,67.8653214302884,16802.355625,1832.360250003,222.935,109.93059122307,15.6573347618771,2.53125,0.11035869047619,5.3498040476194,1.11617255952381,295.787600151754,2.92737477976149,4.32397481696644,44.7458060058501,12.1843697455424,4.32159506844857,591.275305064523,206.375714285631,339.165305064606,690.611858635893,7.79406535707855,1.8802,393.849642853774,0.937328571428571,147.08875,42.0969454107555,0.5383025,0.283109107142857,0.177885892857143,0.453381452379911,0.620350163687908,0.00862071428571429,2.70479435564979,0.139990238095238,25.1928645982505,0.217732595238095,9.86376805358445,0.148881438988095,0.120136866071429,0.0461814285714286,48.2099211682408,0.15704875,0.012465,1.99742555803324,0.0201763095235667,33.1433397279597,30.5984913633628,2.01598944348916,0.0146861904756643,0.155926761899842,0.0229142857122973,0.0117693809515917,0.105182416653631,1.13372883333333,0.353762547619048,0.0745562857142857
104,826.437008928904,34.8430736305977,31.418111101034,102.186425477145,5.85426250011893,21.3920430362359,335.060639881831,6.92275586315098,141.952095238588,544.07508035725,1510.74668453926,1637.70947916636,4.38179925595797,0.878431404767108,1.9600193660866,47.5637752968154,1588.50752987501,208.624550600914,157.994130952239,386.746142858999,57.9793214285714,21.0422678579027,1660.33339285714,390.621428573126,3.34857142857143,22.5208738096362,3.11124970238388,0.0,0.0242513095238095,1.20767970238102,0.236075833333333,65.1514607167621,0.703699991070656,1.01016215774136,11.4038270981628,2.08931317261438,0.848106053571483,172.77387500325,58.8372321427736,103.310035717619,203.603892860335,2.40925901781622,0.0,136.667431546319,0.247928571428571,106.872857142857,9.88996323507302,0.0794275892857143,0.0311048214285714,0.024856875,0.0986338690465776,0.156859586306956,0.000571071428571428,0.716167970228974,0.0244125238095238,5.85227194342843,0.04157725,2.38207850296713,0.0291401904761905,0.0463942976190476,0.0149936726190476,10.9210090773234,0.0308415892857143,0.000192857142857143,0.670573735111081,0.016080809523769,7.58806513983748,6.77330298808913,0.490423062499122,0.0145955952362232,0.0967599523677875,0.044817797612025,0.00451980952367798,0.0900957499836982,0.298480696428571,0.14025905952381,0.0113051904761905
105,2400.43204760932,99.2994746803071,83.5652262348295,315.729899092968,22.7208383929227,99.0600799110524,1876.6636220234,18.5698448958123,487.534547119524,2024.25682488604,5543.87632041962,4200.24017112885,15.7160693551129,1.58493803273738,4.31313535268165,112.213345184637,12308.9982152858,1265.03840476095,782.505952379256,5332.78360218657,431.107964285714,18.8766428591612,4693.36973214286,6586.18187500288,341.804642857143,319.917371330666,6.1008248610456,0.0,0.100438253968029,3.20715986107367,0.67299144840333,116.800409474481,2.63474564135683,5.37443549255223,31.0630960859691,12.1541661423251,2.71877267853912,557.384015872741,194.698571428571,352.329640872741,683.738944444169,6.24423311494183,0.0155,223.319355153,0.21945,853.580357142857,33.5338426030795,0.762150178571429,0.398534464285714,0.217035595238074,0.520326581349047,0.601926698411834,0.01586,2.49850668946983,0.195825496031718,15.3210274910195,0.173424287698325,8.28720095235706,0.0595348650788636,0.036354630952233,0.00722784523797268,30.7893724140378,0.168050982142857,0.0317971428571429,1.12568143103122,0.00896807936471893,12.3250093997917,10.5391921583133,1.08698388145624,0.0187840476152429,0.169341601162446,0.0719834523666643,0.00831256745925803,0.195384226148518,0.510749742055283,0.171651444437051,0.0189425833325177
106,2493.67965180959,113.835181607522,119.49935994084,244.865141612629,16.9658964292931,116.42626839609,1684.9891547682,14.349755595485,403.14598214787,2190.64695537271,4820.88403283132,3687.66823215686,14.4528607738875,1.32842691074078,3.40858517267803,143.965289880872,8483.81686049612,1177.53205656717,906.938931548196,2397.09525001641,628.010178571429,121.201785721029,3069.80821428571,2815.26328572717,398.620357142857,105.691154169077,11.7178125000853,0.0,0.18495,9.92740241071543,2.16903714285714,100.721684532504,1.783094247039,5.14350905061833,24.1653635210498,12.476469910775,2.27667067563255,481.859815489136,121.716428571345,353.526958346362,560.792333346221,7.90618839285517,0.155,1029.23551488072,1.7556,469.284107142857,41.6715760268227,0.98891,0.518465892857143,0.299577857142857,0.72297469642753,0.918189624997432,0.0145092857142857,3.26444371428291,0.170225,23.2636315178891,0.118101151785714,9.10319081548477,0.264112696428571,0.480415732142857,0.150577517857143,42.8083232024469,0.128250357142857,0.0293271428571429,1.59248132142902,0.0135971666666464,24.436750211525,22.4085104108961,1.39235592562059,0.013002738095233,0.323157220237954,0.0191909523809321,0.00397463095231518,0.118587738094459,1.95933928571429,0.420532625,0.0285138035714286
107,1011.08073661962,63.4038883484843,35.4918459078439,100.500561178735,6.62417410736743,57.2873173670978,822.845190483781,8.7462977086855,191.909162208183,1019.78885121044,2124.40889444813,1471.70002828799,6.9435076489207,0.695417709852042,1.26425114145347,83.0911691958932,6165.80921491605,609.649895864849,364.090669642703,1944.10452530429,456.982589285714,39.0631250027471,1049.620625,920.802397326224,155.459166666667,63.4621910720033,3.95237574406571,0.0,0.0327696428571429,1.51892946428629,0.343132589285714,80.8893437631439,0.690287098230978,1.79973006848092,11.7940829526587,4.17852465780938,1.06912476492306,222.800031270469,63.1466071428571,153.196281270469,260.686772341897,4.30623154759886,0.248,354.957418153678,6.2328,118.793035714286,13.2468763765023,0.392852083333333,0.197607946428571,0.114916220238095,0.2687146875,0.307684092261905,0.00706321428571429,1.16736768601179,0.0785361532738095,6.55008147322103,0.0532068080357143,2.79832503720459,0.0343555580357143,0.0338577827380952,0.00895559523809524,11.5519358407903,0.0579880580357143,0.0130807142857143,0.465402440475911,0.0105782738094429,7.62968203874738,6.50090011164614,0.544685081850559,0.003976220238075,0.120779769344671,0.151571220238014,0.0209588095235464,0.15668010416355,0.258585706845238,0.0576453571428571,0.00704081845238095
109,1411.70886310707,51.2229282741229,46.1008205358653,182.535532592109,14.7100401787118,36.1944296434986,431.064636911944,11.4918465182131,232.819366077209,859.788839304592,2973.95855069487,2372.29553870779,7.17157678581319,1.0503797797911,3.08859588103618,58.7094273804812,14581.8177506295,795.267431579939,88.6512261910536,6316.91794643274,2465.10875,66.107500001717,4235.90017857143,1211.99147321728,3.39544642857143,71.8253880970676,4.57396741073174,0.0,0.0567522321428571,1.74095919642893,0.277399107142857,171.880607155965,1.34662125894264,1.80266682740687,18.8727438037814,4.02922367564654,1.89879941373037,340.296354187382,89.8691071426482,219.735818473306,372.921532758666,1.88719136901437,0.031,113.473470237062,12.3633,106.561607142857,14.7423579523562,0.157281964285714,0.0666451785714286,0.0498285267857143,0.187654285711682,0.321341071422151,0.00285535714285714,1.03046052974821,0.0293639285714286,8.0610019255929,0.0553197678571429,3.33949611011525,0.072981375,0.0892001785714286,0.0325783928571429,15.9397123124993,0.0325219642857143,0.000308571428571429,0.602936148802134,0.00710273809521786,10.4777673037333,9.31944641087424,0.763818342283836,0.0184669642838473,0.0966919999869768,0.0367386309453786,0.00385505952374375,0.0763767261749536,0.1225975,0.0402485714285714,0.02455
110,123.53641220227,4.21676203858199,4.80211912201506,15.7888306995324,1.24243511906165,4.33914389887367,46.0957931548042,1.29014498512286,19.4059999999189,75.04401934459,213.170002976812,188.499825893089,0.783468913688449,0.228311854167036,0.236941129465537,6.7312436009852,721.073136912956,115.628790179036,96.147860119077,196.371071428988,36.51228125,5.10142410731455,229.98125,164.957052083633,2.3841369047619,7.91405163708751,0.723351116071535,0.150669642857143,0.00466433035714286,0.188379955357179,0.0369502678571429,8.3313337799502,0.129741002975461,0.177272791666491,2.04974576337013,0.536111516365808,0.175496370534305,35.1341607145115,16.8012499999791,17.0632678573896,45.640235119259,1.13472360118078,0.13775,15.2118511901659,0.468664285714286,3.20955357142857,1.2853505342191,0.0142033035714286,0.00630415178571429,0.00462058779761905,0.0168794136902158,0.0293124374993579,2.17857142857143e-05,0.0806200729144058,0.00166755357142857,0.771774178568691,0.00222922321428571,0.268415212796684,0.00387268898809524,0.00536538392857143,0.00170483928571429,1.44945864880229,0.00126364285714286,6.28571428571428e-05,0.0452673020813877,0.00103651190475179,1.66597703869773,1.46982335418164,0.132773129466305,0.00264282738048437,0.0182572916633754,0.00889154761729196,0.000462994047586161,0.019424196424496,0.0132655833333333,0.00378631547619048,0.000979696428571429
111,476.809026788639,20.3399381250447,12.6201437500102,72.703135893607,4.51219107154482,45.7041573219352,401.959276786329,3.15433785716451,101.133517857667,395.935500001517,1086.25575000964,719.906660714974,2.90779383929309,0.55804624107406,0.849486562505388,20.96291250001,1716.58858931685,194.144089287289,132.772375,619.153178572996,148.572642857143,17.6262321434973,1379.59303571429,232.615928572963,7.18321428571429,28.1714241072516,1.42126946429554,0.0,0.0187896428571429,0.674105178571464,0.0970564285714286,44.1977482150869,0.388629241073015,1.18661850893109,5.44835971430501,3.05856373214897,0.459197875003956,111.935205358204,29.3158928571429,81.3335982153466,131.188883929632,2.20218160714286,0.215771428571429,37.4405892857143,0.0,244.073035714286,4.53353367857303,0.0986935714285714,0.0489439285714286,0.03504875,0.0805080892857143,0.0967264107142857,0.00160196428571429,0.386996794642904,0.0123713482142857,2.44276858035831,0.0173727767857143,0.869943437500145,0.00912477678571428,0.0116094464285714,0.00341555357142857,3.82396611607198,0.0120650267857143,0.000445,0.199344607142861,0.00304166071428571,2.99284134821769,2.65362299107361,0.271514866071858,0.00357089285714286,0.0141525267857143,0.00264866071428571,0.000969571428571429,0.00612214285714286,0.0272905982142857,0.00867771428571429,0.000740321428571429
112,356.350293153927,17.6309637795743,13.0740988094599,40.0626741073074,3.28143883929707,10.7688652232635,79.9469159229011,3.79174866817054,56.5987142857125,270.852513392137,699.899892115723,614.639465773912,2.77451621279917,2.60192411309648,0.595356191968797,20.8528474698507,5783.07304616571,1351.0883735136,1275.60911011898,773.670419642985,144.904,5.33403571433777,1446.18598214286,661.548133928709,2.12928571428571,36.5558204613194,1.86763404017532,0.0,0.03709546875,1.60262448660714,0.278454508928571,33.159842709046,0.260207699403601,0.858579416667247,8.04159841216634,2.00868821279323,0.578140334819382,115.745129465227,28.7415178571429,86.3768258937986,135.192156250941,14.1694151934329,0.0775,91.6439122017839,1.88211428571429,23.3608928571429,3.61595524403454,0.0180986607142857,0.00679035714285714,0.00569785714285714,0.0154302321428571,0.0287056517857143,0.000571071428571428,0.168914581842293,0.0101206785714286,2.16745169716459,0.0234785089285714,0.939535525295847,0.0222071495535714,0.038310796875,0.0123862008928571,4.23382924402472,0.0115825714285714,3.85714285714286e-05,0.208933965025775,0.00220591666664643,3.87932629090004,3.38219912053252,0.266321522320894,0.00558752976096875,0.0699865922553223,0.0180039880917268,0.00170771130945804,0.0438337499918491,0.186576145089286,0.0857060848214286,0.006206203125
