QBarcode,Milk,MilkSv,SoyMlk,SoyMlkSv,RicMlk,RicMlkSv,Latte,LatteSv,Coffee,CoffeeSv,CofCrm,CofCrmSv,TomJc,TomJcSv,OrngJc,OrngJcSv,Jce100,Jce100Sv,CranJc,CranJcSv,FortJc,FortJcSv,Dsoda,DsodaSv,Rsoda,RsodaSv,Slmfst,SlmfstSv,Water,WaterSv,Beer,BeerSv,WinRed,WinRedSv,WinWht,WinWhtSv,Liquor,LiquorSv,Alc18,Alc30,Alc45,Alc60
1900,1,1,0,2,0,2,0,2,8,2,0,2,0,2,6,2,0,2,0,2,0,2,0,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,99,99,99,99
1908,6,2,0,2,0,2,0,2,7,1,0,2,0,2,3,1,2,1,0,2,0,2,7,2,0,2,0,2,7,2,0,2,1,1,0,2,2,2,1,1,2,66
1913,1,1,0,2,0,2,1,1,0,2,0,2,0,2,0,2,3,1,4,1,0,2,7,1,0,2,0,2,6,1,0,2,0,2,0,2,0,2,0,0,0,66
1916,7,3,0,2,0,2,1,2,0,2,0,2,0,2,0,2,2,2,0,2,2,2,6,2,1,2,3,2,7,3,0,2,0,2,0,2,4,2,2,2,66,66
1919,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,99,99,66
1924,0,2,0,2,0,2,0,2,7,2,0,2,1,1,6,1,99,2,2,1,1,2,9,1,0,2,0,2,99,2,0,2,0,2,1,1,0,2,0,1,1,0
1930,6,2,0,2,0,2,0,2,7,2,7,1,2,1,3,1,2,1,0,2,0,2,0,2,1,1,2,1,5,1,0,2,0,2,0,2,0,2,0,0,0,66
1931,1,1,0,2,0,2,4,2,7,2,0,2,1,2,2,2,1,2,0,2,0,2,4,2,0,2,0,2,7,3,0,2,6,2,2,2,1,2,1,2,2,66
1932,6,1,0,2,0,2,1,1,6,1,6,1,0,2,1,2,3,1,3,1,0,2,0,2,6,1,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,1
1938,4,2,0,2,0,2,0,2,8,2,8,2,0,2,1,3,0,2,1,3,0,2,4,2,7,2,0,2,8,3,5,2,0,2,1,3,1,2,3,3,2,66
1939,5,3,0,2,0,2,2,2,6,3,3,2,3,2,6,2,4,2,0,2,0,2,4,2,4,2,0,2,5,3,5,2,2,2,1,2,1,2,2,4,4,4
1942,4,3,0,2,0,2,3,2,6,2,6,1,0,2,4,2,3,2,0,2,0,2,6,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,1,0,0
1944,7,3,0,2,0,2,0,2,2,2,2,2,0,2,6,1,0,2,0,2,0,2,6,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,5,4,1
1951,6,1,99,2,99,2,4,1,5,1,5,1,99,2,4,1,4,1,4,1,99,2,99,2,99,2,99,2,7,1,99,2,4,1,99,2,99,2,1,99,2,0
1952,4,2,0,2,0,2,2,2,1,2,99,2,0,2,2,2,0,2,0,2,0,2,6,2,0,2,0,2,2,2,0,2,2,2,1,2,0,2,2,0,0,66
1954,6,2,99,2,99,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,99,2,99,2,3,2,99,2,99,2,99,2,99,2,99,2,99,2,0,0,0,2
1957,3,2,0,2,0,2,4,2,4,2,4,2,0,2,6,2,1,2,3,2,0,2,4,2,1,2,0,2,5,2,0,2,2,2,2,2,2,2,1,2,2,1
1968,6,1,0,2,0,2,1,1,99,1,1,1,6,1,99,1,99,2,99,1,0,2,7,1,1,1,6,2,9,2,99,2,99,2,0,2,0,2,1,1,0,0
1972,5,2,99,2,99,2,2,1,5,2,5,2,2,1,5,1,99,2,99,2,99,2,99,2,3,1,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,1
1976,1,2,0,2,0,2,3,2,4,2,4,2,1,2,5,2,0,2,0,2,0,2,1,1,1,1,0,2,8,2,0,2,1,2,4,2,1,2,1,2,2,2
1978,6,2,0,2,0,2,1,2,3,2,3,1,0,2,1,1,1,1,1,1,0,2,0,2,4,2,0,2,7,2,1,2,1,2,1,2,1,2,1,1,1,66
1979,4,2,99,2,0,2,4,2,1,2,99,2,0,2,5,1,99,1,5,1,99,2,5,2,3,1,5,1,8,1,99,2,1,1,99,1,99,2,0,0,1,1
1984,1,2,0,2,0,2,1,2,7,2,0,2,2,2,2,2,0,2,0,2,0,2,2,2,0,2,0,2,7,2,0,2,1,1,1,1,1,1,1,2,2,66
1985,2,2,0,2,0,2,0,2,5,1,5,1,5,2,4,1,0,2,0,2,0,2,0,2,0,2,5,1,8,3,0,2,0,2,0,2,0,2,0,0,0,66
1988,0,2,0,2,0,2,1,2,7,2,7,1,0,2,1,1,0,2,1,1,0,2,6,2,0,2,0,2,6,3,0,2,1,1,0,2,1,1,0,2,2,66
1990,3,2,0,2,0,2,0,2,6,2,6,2,6,2,2,3,2,3,2,3,2,3,0,2,1,2,0,2,9,3,2,2,0,2,2,3,1,1,0,1,1,66
1993,0,2,0,2,0,2,1,3,7,2,7,2,2,2,4,2,2,2,0,2,0,2,7,2,0,2,0,2,9,2,2,2,7,2,1,2,1,2,0,1,4,66
1994,8,2,0,2,0,2,1,2,8,2,8,3,0,2,7,3,1,3,1,3,0,2,4,2,0,2,0,2,8,2,0,2,2,3,1,2,0,2,1,1,1,66
1995,3,2,0,2,0,2,0,2,7,2,5,2,0,2,3,1,0,2,0,2,0,2,0,2,2,1,0,2,9,3,1,1,5,2,5,2,0,2,0,3,4,66
1996,0,2,0,2,0,2,0,2,9,2,9,2,1,2,2,2,99,2,5,2,0,2,3,2,0,2,0,2,7,2,2,2,0,2,0,2,1,2,4,3,3,2
2001,4,1,99,2,99,2,0,2,4,1,4,2,0,2,0,2,0,2,0,2,1,2,0,2,2,2,0,2,7,2,0,2,0,2,0,2,0,2,2,3,4,5
2006,99,2,0,2,0,2,0,2,0,2,0,2,0,2,4,2,4,2,0,2,99,2,1,1,1,1,0,2,8,2,0,2,0,2,0,2,0,2,0,0,66,66
2008,4,1,0,2,0,2,0,2,2,1,1,1,0,2,5,2,0,2,1,1,0,2,1,1,0,2,0,2,8,2,0,2,0,2,0,2,0,2,1,2,0,66
2015,3,2,0,2,0,2,0,2,8,2,5,2,2,2,5,2,5,2,0,2,2,2,5,2,5,2,5,2,9,2,0,2,2,1,2,2,3,2,0,1,2,1
2021,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,2,0,2,6,3,0,2,7,2,0,2,0,2,0,2,0,2,0,0,66,66
2022,3,2,0,2,0,2,1,2,0,2,3,2,1,2,3,2,1,2,0,2,0,2,6,2,2,2,0,2,7,3,4,2,2,2,2,2,4,2,3,3,2,66
2023,0,2,0,2,0,2,1,2,6,3,6,1,0,2,0,2,0,2,4,2,0,2,6,1,2,2,0,2,7,1,0,2,0,2,0,2,0,2,3,4,4,4
2024,0,2,0,2,0,2,0,2,5,2,5,2,0,2,5,2,0,2,0,2,0,2,0,2,1,2,0,2,7,3,1,1,1,1,1,1,1,1,1,1,1,66
2028,1,2,0,2,0,2,2,2,0,2,0,2,1,2,1,2,1,2,1,2,1,2,6,2,0,2,0,2,8,2,0,2,1,2,1,2,0,2,0,1,1,66
2030,0,2,0,2,0,2,3,2,7,2,0,2,0,2,1,2,1,2,0,2,0,2,6,2,0,2,1,2,8,2,3,2,0,2,2,2,2,2,3,2,1,66
2031,4,2,0,2,0,2,2,2,6,2,6,2,1,2,2,2,4,2,4,2,1,2,0,2,4,1,0,2,7,2,2,2,2,2,2,2,1,2,2,2,1,66
2032,2,2,0,2,0,2,2,2,6,2,6,2,2,2,5,2,2,2,2,2,0,2,6,2,0,2,0,2,7,2,0,2,1,2,0,2,0,2,0,1,1,1
2033,3,3,0,2,0,2,2,3,6,3,6,3,3,3,1,3,0,2,0,2,0,2,0,2,3,2,1,2,8,2,0,2,1,2,2,2,1,2,2,2,66,66
2036,7,2,0,2,0,2,1,2,2,2,2,2,3,2,4,2,4,2,4,2,4,2,0,2,7,2,0,2,7,2,1,2,0,2,0,2,0,2,1,0,66,66
2038,0,2,0,2,0,2,0,2,7,2,0,2,0,2,3,2,2,2,0,2,0,2,6,2,0,2,0,2,7,2,0,2,0,2,0,2,1,2,2,1,1,66
2039,1,1,0,2,0,2,0,2,6,2,6,1,1,1,4,1,1,1,1,1,0,2,0,2,3,1,0,2,9,1,1,1,1,1,1,1,1,1,0,1,1,1
2041,3,1,99,2,99,2,1,2,6,2,6,2,1,2,1,2,1,2,99,2,1,2,2,2,1,2,0,2,7,2,0,2,1,2,1,2,0,2,1,0,1,66
2044,1,1,0,2,0,2,99,2,7,2,7,1,3,2,2,2,99,2,2,2,99,2,3,2,99,2,0,2,8,2,99,2,1,2,99,2,99,2,0,1,1,1
2045,3,3,0,2,0,2,1,2,5,2,9,3,1,2,2,2,2,2,1,2,0,2,4,2,0,2,0,2,8,3,1,2,1,1,0,2,1,2,2,1,1,66
2048,4,1,0,2,0,2,0,2,6,2,6,2,2,1,2,2,0,2,0,2,0,2,0,2,4,2,0,2,8,2,0,2,0,2,0,2,0,2,0,1,1,0
2050,3,2,99,2,99,2,1,2,7,2,2,2,1,2,3,2,3,1,3,2,0,2,4,2,2,2,0,2,7,3,4,2,2,2,1,2,1,2,2,2,2,66
2051,0,2,0,2,0,2,1,1,5,1,5,1,3,1,3,1,4,1,3,1,0,2,0,2,2,1,0,2,8,1,1,1,5,1,3,1,6,1,2,2,3,66
2052,1,2,0,2,0,2,1,2,8,2,0,2,1,2,4,1,0,2,2,1,0,2,1,2,0,2,0,2,7,2,3,2,4,2,4,2,1,2,2,2,2,2
2053,1,2,0,2,0,2,1,2,7,2,99,3,6,2,5,2,5,2,4,2,4,2,9,2,0,2,0,2,99,2,0,2,0,2,0,2,0,2,5,5,0,66
2057,4,2,0,2,0,2,0,2,4,2,6,1,2,2,1,2,1,1,0,2,0,2,0,2,4,2,0,2,8,2,3,2,0,2,1,1,1,1,2,2,2,1
2058,8,1,0,2,0,2,0,2,9,1,9,1,0,2,0,2,0,2,0,2,0,2,4,1,0,2,0,2,9,1,6,1,1,1,0,2,0,2,99,99,99,99
2064,1,2,0,2,0,2,1,2,6,3,0,2,2,2,3,2,2,2,4,2,4,2,4,2,3,2,0,2,4,2,4,2,4,2,2,2,2,2,2,3,2,66
2065,7,2,0,2,0,2,1,2,7,2,0,2,3,2,6,2,3,2,3,2,1,2,3,2,1,2,0,2,8,2,1,2,1,2,1,2,0,2,1,1,1,1
2066,4,2,0,2,0,2,1,2,2,2,0,2,0,2,1,2,1,2,1,2,1,2,2,2,1,2,0,2,4,2,1,2,0,2,0,2,0,2,2,2,2,1
2072,0,2,0,2,0,2,0,2,7,2,8,2,1,2,3,2,4,2,1,2,0,2,0,2,2,2,0,2,8,2,7,2,1,2,1,2,7,2,2,4,4,66
2073,1,1,0,2,0,2,1,2,6,2,6,2,0,2,3,2,0,2,0,2,0,2,6,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,5,5,5,66
2077,1,2,0,2,0,2,2,2,8,2,8,2,1,2,1,2,4,2,2,2,0,2,2,2,1,2,0,2,7,2,5,2,1,2,2,2,1,2,2,3,3,2
2079,7,3,0,2,0,2,1,3,7,3,0,2,0,2,6,3,3,3,1,3,1,3,4,3,2,3,0,2,8,3,2,3,1,3,1,3,0,2,3,3,4,1
2080,6,2,0,2,0,2,0,2,6,2,6,2,1,2,3,2,3,2,3,2,3,2,6,2,1,2,0,2,7,2,1,2,0,2,0,2,1,3,1,5,1,66
2082,4,1,0,2,0,2,0,2,7,1,7,1,0,2,4,1,0,2,1,1,0,2,0,2,4,1,0,2,6,1,0,2,1,1,0,2,0,2,0,1,1,1
2083,2,2,0,2,0,2,0,2,8,2,9,2,0,2,0,2,0,2,0,2,0,2,0,2,8,2,0,2,8,2,0,2,0,2,0,2,4,1,99,99,99,99
2085,4,2,0,2,0,2,0,2,7,2,7,1,2,2,6,2,2,2,2,2,0,2,0,2,2,2,0,2,4,2,1,2,2,2,0,2,0,2,0,2,2,2
2086,5,2,0,2,0,2,1,1,6,1,6,1,2,1,6,1,0,2,0,2,0,2,0,2,1,1,0,2,6,1,4,1,0,2,4,1,0,2,0,0,0,0
2088,0,2,0,2,0,2,0,2,7,2,7,2,1,2,4,3,3,2,1,2,0,2,5,2,3,2,0,2,7,3,5,2,0,2,5,3,5,3,5,5,5,66
2089,0,2,0,2,0,2,0,2,7,3,0,2,0,2,6,2,1,2,0,2,0,2,0,2,1,2,0,2,7,3,0,2,8,3,0,2,0,2,2,1,3,4
2091,4,2,0,2,0,2,1,2,0,2,5,2,0,2,2,2,0,2,2,2,0,2,0,2,4,2,0,2,7,2,1,2,1,2,1,2,1,2,3,3,66,66
2093,6,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,2,0,2,0,2,4,2,0,2,0,2,9,3,0,2,0,2,0,2,0,2,0,0,0,66
2094,4,3,0,2,0,2,0,2,6,2,6,1,0,2,4,2,0,2,0,2,0,2,7,2,0,2,99,2,99,2,0,2,0,2,0,2,0,2,0,4,0,0
2097,5,2,0,2,0,2,1,2,0,2,0,2,0,2,5,2,2,2,99,2,1,2,0,2,5,2,6,2,7,2,0,2,0,2,0,2,0,2,0,0,0,1
2100,1,2,5,3,2,3,0,2,6,3,6,3,5,3,4,3,4,3,3,3,0,2,4,2,1,2,0,2,5,3,0,2,0,2,0,2,0,2,3,4,5,66
2101,6,2,1,2,0,2,0,2,0,2,0,2,1,2,1,2,1,2,1,2,0,2,4,2,0,2,1,2,7,2,0,2,0,2,0,2,0,2,2,0,66,66
2103,1,1,0,2,0,2,0,2,5,2,5,1,3,1,5,1,4,1,2,1,0,2,0,2,0,2,0,2,8,1,4,1,4,1,4,1,0,2,2,3,3,3
2107,6,3,0,2,0,2,3,2,7,2,0,2,0,2,5,2,5,2,5,2,0,2,7,2,0,2,0,2,6,2,1,2,1,2,1,2,1,2,1,4,1,66
2108,0,2,0,2,0,2,1,2,0,2,0,2,0,2,2,2,5,2,4,2,1,2,0,2,2,2,0,2,7,3,0,2,1,2,1,2,0,2,0,1,1,1
2113,3,2,0,2,0,2,4,2,7,2,0,2,1,2,1,2,0,2,1,2,0,2,6,2,0,2,0,2,7,2,4,3,4,3,2,2,4,2,4,3,2,66
2114,5,2,0,2,0,2,1,2,0,2,0,2,1,2,2,2,0,2,0,2,0,2,0,2,7,2,0,2,2,2,1,2,0,2,0,2,0,2,3,2,1,1
2115,2,2,0,2,0,2,0,2,7,2,7,2,3,2,3,2,99,2,3,2,0,2,0,2,2,2,0,2,7,3,4,2,7,2,0,2,2,2,2,4,4,4
2116,6,3,0,2,0,2,0,2,7,2,0,2,1,3,6,3,2,3,3,3,1,2,0,2,4,2,0,2,7,3,0,2,0,2,0,2,0,2,2,2,0,66
2117,4,2,0,2,0,2,0,2,7,2,7,2,0,2,1,2,0,2,0,2,0,2,2,2,2,2,0,2,8,2,5,2,0,2,0,2,0,2,2,2,2,66
2123,1,2,4,2,0,2,6,2,2,2,2,3,0,2,2,3,0,2,0,2,0,2,0,2,1,2,0,2,9,2,1,2,1,2,1,2,1,2,2,1,66,66
2125,0,2,0,2,0,2,2,2,5,2,5,2,2,2,5,2,5,2,7,2,0,2,0,2,3,2,0,2,9,2,0,2,0,2,3,2,3,2,2,2,2,66
2126,2,1,0,2,0,2,2,2,4,2,2,2,6,2,2,1,6,2,0,2,0,2,4,2,0,2,0,2,8,2,0,2,0,2,0,2,0,2,1,0,0,0
2131,4,2,0,2,0,2,0,2,5,2,5,2,0,2,2,2,0,2,0,2,0,2,2,2,0,2,0,2,8,3,0,2,2,2,2,2,2,2,3,4,2,66
2135,4,2,0,2,0,2,1,2,7,2,7,2,1,1,2,2,1,2,1,2,1,2,3,2,2,2,0,2,4,3,2,2,5,2,99,2,99,2,2,2,3,4
2140,2,1,0,2,0,2,1,1,0,2,2,2,2,2,3,2,0,2,0,2,0,2,0,2,7,2,1,1,7,2,1,2,1,1,0,2,0,2,1,1,66,66
2143,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,99,2,1,66,66,66
2145,6,2,0,2,0,2,2,2,6,2,6,2,0,2,4,2,0,2,1,2,0,2,0,2,0,2,0,2,8,2,0,2,0,2,0,2,0,2,2,1,0,66
2149,0,2,0,2,0,2,2,2,9,2,0,2,1,2,4,2,0,2,0,2,0,2,3,2,0,2,0,2,9,2,0,2,1,2,2,3,0,2,2,1,1,1
2154,7,2,0,2,0,2,1,2,7,2,7,2,1,1,6,2,3,2,4,2,0,2,0,2,4,2,4,2,7,2,4,2,0,2,1,2,0,2,2,2,2,2
2160,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,3,1,3,1,3,1,3,1,2,0,2,0,2,9,3,0,2,1,2,1,2,0,2,1,1,1,66
2165,3,2,0,2,0,2,1,2,7,3,0,2,0,2,7,2,1,2,1,2,1,2,1,1,1,1,0,2,7,2,7,2,0,2,0,2,0,2,3,3,3,66
2168,4,1,0,2,0,2,1,1,0,2,0,2,0,2,1,1,1,1,0,2,1,1,4,1,1,1,0,2,4,1,0,2,0,2,0,2,0,2,2,5,66,66
2169,7,2,0,2,0,2,1,2,1,2,7,2,0,2,3,2,6,3,4,2,0,2,0,2,1,2,0,2,6,2,0,2,3,3,3,3,0,2,2,2,2,66
2171,7,1,1,1,0,2,1,1,6,1,0,2,1,1,3,1,2,1,1,1,1,1,3,1,2,1,0,2,8,1,4,1,2,1,2,1,1,1,2,2,66,66
2172,3,2,0,2,0,2,0,2,7,2,7,2,2,2,6,2,4,2,1,2,0,2,0,2,1,2,0,2,6,3,3,3,3,3,4,3,4,2,2,2,2,2
2173,0,2,0,2,0,2,1,2,7,2,7,2,0,2,6,2,1,2,1,2,1,2,0,2,2,2,0,2,7,2,4,3,2,3,2,3,0,2,2,2,2,66
2176,1,1,0,2,0,2,0,2,7,2,7,2,2,1,3,1,3,1,3,1,0,2,0,2,1,1,4,2,7,1,0,2,0,2,0,2,0,2,1,2,3,0
2177,6,3,0,2,0,2,1,2,7,3,7,2,0,2,2,2,2,2,0,2,1,2,1,2,2,2,0,2,8,3,2,2,0,2,0,2,0,2,1,1,1,66
2179,0,2,0,2,0,2,0,2,6,2,99,2,3,2,2,2,0,2,0,2,0,2,4,2,0,2,0,2,7,2,0,2,1,2,5,2,0,2,2,2,2,2
2180,0,2,0,2,0,2,0,2,6,2,6,2,0,2,1,2,0,2,0,2,1,2,3,3,0,2,0,2,7,3,7,3,0,2,0,2,1,2,4,4,4,66
2182,6,1,1,1,0,2,2,1,6,1,7,2,1,2,2,2,1,2,1,2,0,2,5,1,1,1,0,2,8,1,2,2,2,2,2,2,1,2,1,1,1,66
2183,0,2,0,2,0,2,2,2,6,2,0,2,1,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,8,3,0,2,0,2,0,2,0,2,1,3,0,66
2187,1,2,0,2,0,2,99,2,7,2,0,2,0,2,4,2,1,2,1,2,0,2,2,2,1,2,0,2,8,2,1,2,1,2,1,2,1,2,1,1,1,66
2188,3,2,0,2,0,2,1,2,7,2,0,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,0,2,6,2,4,2,0,2,0,2,1,2,1,2,2,66
2190,0,2,0,2,0,2,0,2,7,1,1,1,0,2,2,1,99,2,1,1,1,1,0,2,1,1,0,2,9,3,1,1,4,1,1,1,0,2,0,2,66,66
2195,0,2,0,2,0,2,0,2,6,2,6,2,0,2,6,2,6,2,6,2,0,2,3,2,4,2,2,2,7,2,0,2,0,2,0,2,0,2,4,5,4,4
2200,0,2,0,2,0,2,1,2,3,1,0,2,0,2,4,1,0,2,0,2,0,2,4,1,0,2,0,2,4,2,0,2,1,1,1,1,0,2,2,2,2,2
2202,2,1,0,2,0,2,1,1,7,1,0,2,1,1,1,1,3,1,3,1,0,2,0,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,0,1,1,1
2204,1,1,0,2,0,2,0,2,6,2,6,2,1,2,3,2,2,2,0,2,0,2,4,1,1,1,0,2,7,1,1,1,0,2,0,2,0,2,2,1,1,0
2207,0,2,0,2,0,2,0,2,8,2,0,2,0,2,2,3,2,2,1,2,1,2,0,2,2,2,0,2,8,3,3,3,3,3,3,3,2,2,3,3,2,66
2209,5,2,0,2,0,2,3,2,7,2,6,1,4,2,6,2,6,2,6,2,1,1,0,2,1,2,0,2,7,3,4,2,6,3,5,3,1,2,2,4,3,66
2215,0,2,0,2,0,2,0,2,7,2,0,2,6,2,99,2,7,3,0,2,0,2,0,2,4,2,0,2,9,2,4,2,4,2,4,2,6,2,1,2,2,4
2218,0,2,0,2,0,2,2,1,9,1,9,1,0,2,2,1,0,2,0,2,0,2,6,1,0,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,66
2219,1,1,0,2,0,2,0,2,4,2,0,2,0,2,0,2,0,2,0,2,0,2,7,2,0,2,0,2,5,3,0,2,0,2,0,2,0,2,2,2,1,0
2224,2,2,0,2,0,2,6,2,3,1,3,2,1,2,2,2,4,2,99,2,0,2,0,2,0,2,0,2,8,2,0,2,0,2,1,1,1,1,1,1,1,66
2225,1,1,5,1,0,2,0,2,8,2,8,3,0,2,0,2,6,2,0,2,0,2,8,2,0,2,0,2,7,3,2,2,0,2,0,2,4,2,2,2,2,66
2228,1,2,0,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,2,0,2,4,2,0,2,0,2,9,2,1,2,2,2,2,2,2,2,2,2,2,1
2229,0,2,0,2,0,2,1,2,3,2,6,2,0,2,4,2,0,2,0,2,0,2,6,1,1,2,0,2,8,2,0,2,0,2,1,2,1,2,0,1,1,1
2230,5,2,0,2,0,2,2,2,6,2,2,2,2,2,4,2,2,2,2,2,0,2,2,2,0,2,1,2,7,2,3,2,3,2,3,2,2,2,1,2,2,2
2237,3,2,0,2,0,2,0,2,7,2,7,2,0,2,3,2,3,2,2,2,0,2,3,2,1,2,0,2,8,2,4,2,1,2,1,2,1,2,3,3,2,66
2238,0,2,0,2,0,2,3,2,6,3,0,2,0,2,2,3,1,3,1,3,1,3,0,2,3,3,0,2,7,3,0,2,0,2,0,2,0,2,2,5,0,66
2246,1,2,0,2,0,2,0,2,7,2,0,2,0,2,0,2,7,3,3,3,0,2,0,2,0,2,0,2,9,3,3,2,6,3,0,2,2,3,1,3,3,66
2250,2,2,0,2,0,2,2,2,6,2,0,2,1,2,99,2,1,2,0,2,0,2,0,2,4,2,0,2,4,3,0,2,0,2,0,2,0,2,2,99,1,0
2265,6,2,0,2,0,2,0,2,7,2,0,2,0,2,3,2,1,2,1,2,0,2,4,2,0,2,0,2,8,2,0,2,0,2,0,2,0,2,2,2,1,0
2268,99,2,0,2,0,2,99,1,99,2,99,2,99,2,99,2,99,3,99,3,99,3,0,2,99,2,0,2,99,3,0,2,0,2,99,2,0,2,0,99,99,99
2269,0,2,0,2,0,2,1,3,7,2,0,2,1,2,2,2,0,2,1,2,0,2,99,2,6,3,0,2,7,3,1,2,1,2,4,2,1,2,2,2,2,66
2270,5,3,0,2,0,2,3,2,3,2,6,2,6,2,3,2,3,2,3,2,3,2,0,2,1,2,0,2,5,2,0,2,0,2,0,2,0,2,1,1,66,66
2271,0,2,0,2,0,2,0,2,7,2,7,2,0,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,9,2,0,2,0,2,0,2,0,2,0,0,66,66
2274,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,2,0,2,2,2,0,2,0,2,6,2,0,2,4,2,0,2,0,2,0,2,0,2,1,2,1,0
2275,4,2,0,2,0,2,3,2,7,2,1,2,1,2,7,3,4,2,3,2,0,2,0,2,1,2,1,2,7,2,1,2,2,2,1,2,0,2,1,1,1,66
2277,7,2,0,2,0,2,0,2,0,2,0,2,5,2,6,2,1,1,0,2,0,2,0,2,2,2,0,2,8,1,0,2,0,2,0,2,0,2,0,0,0,0
2279,4,3,0,2,0,2,0,2,0,2,0,2,1,3,6,3,2,3,2,3,0,2,0,2,2,2,0,2,6,3,2,2,0,2,0,2,6,3,0,2,4,4
2285,3,2,2,2,0,2,1,2,7,2,7,2,1,2,3,2,5,2,2,2,0,2,1,2,1,2,0,2,8,2,3,2,2,2,2,2,1,2,2,2,2,2
2287,6,2,0,2,0,2,1,3,7,3,7,3,1,2,4,2,1,2,1,2,0,2,1,2,0,2,0,2,7,3,2,2,2,2,2,2,1,2,2,4,0,66
2291,7,2,0,2,0,2,4,1,7,2,7,2,2,1,4,2,4,2,4,2,4,2,0,2,6,2,1,1,7,2,2,2,2,2,2,2,2,2,2,1,66,66
2292,0,2,0,2,0,2,2,1,6,1,0,2,1,1,0,2,6,1,2,1,0,2,6,3,0,2,0,2,9,3,0,2,0,2,0,2,0,2,0,0,0,66
2293,0,2,0,2,0,2,0,2,2,2,2,1,0,2,0,2,2,2,2,2,0,2,0,2,1,2,0,2,8,2,2,3,7,2,1,2,1,2,0,3,4,66
2297,6,2,0,2,0,2,1,2,6,2,6,2,0,2,2,3,2,3,0,2,0,2,6,3,0,2,0,2,7,3,1,2,2,3,2,3,2,2,2,1,66,66
2300,3,2,0,2,0,2,1,3,9,2,9,2,1,2,2,2,2,2,2,2,1,2,7,2,0,2,2,2,9,3,1,2,1,2,1,2,1,2,2,1,66,66
2310,6,2,0,2,0,2,1,2,7,2,7,2,0,2,99,2,0,2,1,3,0,2,0,2,99,1,99,2,8,2,0,2,0,2,0,2,0,2,3,3,3,0
2321,2,2,0,2,0,2,1,2,7,2,7,1,5,2,6,2,2,2,1,2,1,2,0,2,2,2,0,2,9,3,3,2,4,3,1,3,3,3,0,3,4,3
2324,0,2,0,2,0,2,0,2,6,2,0,2,0,2,2,2,0,2,0,2,0,2,1,2,0,2,0,2,9,2,0,2,0,2,0,2,0,2,0,0,0,0
2332,0,2,0,2,0,2,0,2,7,2,0,2,0,2,2,1,0,2,3,2,0,2,0,2,0,2,0,2,2,1,0,2,0,2,0,2,0,2,1,2,4,0
2335,4,1,0,2,0,2,0,2,3,1,0,2,2,1,6,2,0,2,0,2,0,2,0,2,0,2,0,2,9,3,0,2,0,2,2,2,0,2,0,2,2,1
2336,5,2,0,2,0,2,0,2,7,2,7,2,99,2,0,2,0,2,0,2,0,2,0,2,6,2,7,2,99,2,0,2,0,2,0,2,0,2,5,3,0,66
2341,5,2,0,2,0,2,6,2,3,2,0,2,1,2,7,3,1,2,1,2,7,2,99,2,6,2,0,2,8,2,0,2,0,2,0,2,0,2,4,4,0,0
2347,2,2,0,2,0,2,0,2,7,2,7,2,4,2,4,2,2,2,2,2,0,2,1,2,1,2,1,2,7,2,2,2,4,2,4,2,0,2,1,2,3,66
2349,3,3,0,2,0,2,2,2,9,2,0,2,2,2,2,3,6,3,7,3,7,3,0,2,8,2,0,2,9,2,7,1,1,2,1,2,1,1,0,4,66,66
2356,6,1,0,2,0,2,2,2,8,2,8,2,3,2,8,2,8,2,3,1,8,2,4,2,4,2,3,2,8,3,0,2,6,2,6,2,1,2,1,1,1,1
2358,6,2,0,2,0,2,4,2,7,2,7,2,1,1,6,1,3,1,2,2,0,2,0,2,2,1,0,2,9,3,2,1,3,1,1,1,3,2,0,1,2,66
2360,5,2,0,2,0,2,2,2,5,2,5,2,2,2,4,2,4,2,4,2,0,2,1,2,99,2,0,2,5,3,0,2,1,2,2,3,0,2,0,1,1,1
2363,1,1,0,2,0,2,1,2,7,2,0,2,3,2,5,2,2,2,1,2,0,2,1,2,4,2,0,2,6,2,3,2,0,2,0,2,4,2,3,3,2,2
