QBarcode,Sex,DOBYear,Age,Country,Ethn,Ethn1,Ethn2,Ethn3,Ethn4,Ethn5,EthnO,EthnOth,EthnDK,Race1,Race2,Race3,Race4,Race5,RaceO,RaceDK,RaceOth,Litho1,Educ,Marital,InsTyp1,InsTyp2,InsTyp3,InsTyp4,InsTypNo,InsTypO,InsTypDK,InsurOth,HHInc,NumSuprt,Litho2,Educ2,Multiracial
100,2,1952,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1745,4,2,,,1.0,,,,,,4,1,1745,3,0
102,2,1951,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1743,2,1,,,1.0,,,,,,4,2,1743,2,0
104,2,1951,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1801,3,5,,,1.0,,,,,,4,4,1801,3,0
105,2,1931,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1812,2,1,,1.0,1.0,,,88.0,,NEW YORK EPIC,3,2,1812,2,0
106,2,1954,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3010,5,1,,,1.0,,,,,,5,4,3010,3,0
107,2,1936,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3294,3,3,,1.0,1.0,,,,,,2,1,3294,3,0
109,2,1948,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2736,5,1,,,1.0,,,,,,5,4,2736,3,0
110,2,1965,38,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1695,1,4,,,1.0,,,,,,1,1,1695,1,0
111,2,1944,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2939,3,5,,,1.0,,,,,,2,1,2939,3,0
112,2,1935,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1796,3,1,,1.0,1.0,,,,,,3,2,1796,3,0
113,2,1940,63,UNITED STATES OF AMERICA,1,0,1,0,0,0,0,,0,0,0,0,0,0,88,0,,1701,2,3,,,1.0,,,,,,2,1,1701,2,0
115,2,1932,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1816,2,1,,,1.0,,,,,,2,2,1816,2,0
117,2,1960,43,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1689,2,1,,,1.0,,,,,,5,4,1689,2,0
118,2,1935,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1693,5,1,,1.0,1.0,,,,,,4,2,1693,3,0
119,2,1939,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1686,2,1,1.0,,,,,,,,4,2,1686,2,0
120,2,1929,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1799,1,5,,1.0,1.0,,,,,,2,1,1799,1,0
121,2,1954,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1744,2,1,,,1.0,,,,,,4,4,1744,2,0
122,2,1943,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,0,1,0,0,0,0,,1811,2,3,1.0,,,,,88.0,,SENECA NATION,1,2,1811,2,0
123,2,1953,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1688,3,1,,,1.0,,,,,,4,4,1688,3,0
124,2,1955,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1696,3,1,,,1.0,,,,,,4,3,1696,3,0
126,2,1926,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2962,2,77,,,,,,,77.0,,6,1,2962,2,0
127,2,1948,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,3008,3,5,1.0,,1.0,,,,,,1,1,3008,3,0
202,1,1950,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201610,2,1,,,1.0,,,,,,4,3,201610,2,0
203,1,1970,33,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201563,4,1,,,1.0,,,,,,5,4,201563,3,0
204,2,1942,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,13932,4,1,,1.0,,,,,,,4,2,13932,3,0
205,1,1954,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201607,3,1,,,1.0,,,,,,5,3,201607,3,0
209,2,1927,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1802,5,6,,1.0,,,,88.0,,MUTUAL OF OMAHA,1,999,1802,3,0
210,2,1959,44,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2961,2,5,,,1.0,,,,,,4,6,2961,2,0
211,2,1966,37,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2937,2,5,1.0,,,,,,,,1,2,2937,2,0
212,2,1954,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1752,4,1,,,1.0,,,,,,3,2,1752,3,0
213,2,1925,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1817,2,6,,1.0,1.0,,,,,,2,1,1817,2,0
214,2,1958,45,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1818,4,5,,,1.0,,,,,,6,3,1818,3,0
215,2,1954,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3209,3,1,,,1.0,,,,,,3,4,3209,3,0
216,2,1941,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1803,3,1,,,1.0,,,,,,5,2,1803,3,0
238,2,1962,41,UNITED STATES OF AMERICA,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,,1751,2,1,,,1.0,,,,,,6,4,1751,2,0
239,2,1932,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1814,1,1,,1.0,,1.0,,,,,2,2,1814,1,0
240,2,1956,47,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2918,4,1,,,1.0,,,,,,3,2,2918,3,0
243,2,1946,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3007,3,1,,,1.0,,,,,,77,2,3007,3,0
244,2,1957,46,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1754,3,5,,,1.0,,,,,,3,4,1754,3,0
245,2,1957,46,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1795,3,6,1.0,,,,,,,,6,1,1795,3,0
246,2,1956,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1813,2,1,,,,1.0,,,,,3,2,1813,2,0
247,2,1939,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1699,4,1,,,1.0,,,,,,3,2,1699,3,0
249,2,1931,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,317,3,3,,,1.0,,,,,,2,1,317,3,0
250,2,1962,41,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1793,3,5,1.0,,,,,,,,2,2,1793,3,0
251,2,1976,27,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,3024,3,6,1.0,,,,,,,,1,1,3024,3,0
254,2,1960,44,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2936,2,1,,,,1.0,,,,,3,4,2936,2,0
255,2,1958,46,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1690,2,1,,,1.0,,,,,,3,4,1690,2,0
256,2,1938,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1692,2,3,,1.0,1.0,,,,,,2,1,1692,2,0
257,2,1952,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1797,1,1,,,1.0,,,,,,2,2,1797,1,0
258,2,1962,42,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3295,4,6,,,1.0,,,,,,3,1,3295,3,0
259,2,1961,43,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1794,2,1,,,,1.0,,,,,4,4,1794,2,0
260,2,1951,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,311,1,1,,,1.0,,,,,,3,2,311,1,0
264,2,1959,44,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1741,4,1,,,1.0,,,,,,4,2,1741,3,0
266,2,1926,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1742,1,1,,1.0,,1.0,,,,,2,2,1742,1,0
268,2,1945,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1815,2,1,,,1.0,,,,,,4,2,1815,2,0
270,1,1953,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201648,3,1,,,1.0,,,,,,6,4,201648,3,0
275,2,1942,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2940,2,1,,,,1.0,,,,,3,2,2940,2,0
276,2,1940,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1753,3,1,,1.0,,,,,,,2,2,1753,3,0
278,2,1948,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,312,3,1,,,1.0,,,,,,5,4,312,3,0
279,2,1953,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1694,4,1,,,1.0,,,,,,3,7,1694,3,0
280,2,1956,47,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,308,2,1,,,1.0,,,,,,5,4,308,2,0
281,2,1934,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1755,2,6,,1.0,1.0,1.0,,,,,3,1,1755,2,0
282,2,1944,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,307,3,1,,,1.0,,,,,,5,2,307,3,0
285,2,1963,41,HAITI,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,1576,4,1,,,1.0,,,,,,5,4,1575,3,0
290,1,1944,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200263,3,1,,,,1.0,,,,,4,3,200263,3,0
295,1,1957,47,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200268,2,1,,,1.0,,,,,,4,4,200268,2,0
296,2,1970,34,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1775,3,1,,,,1.0,,,,,4,5,1775,3,0
327,2,1942,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,297,3,3,,,1.0,,,,,,5,2,297,3,0
343,2,1941,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,88,,66,1,0,0,0,0,0,0,,2909,5,1,,,1.0,,,,,,4,2,2909,3,0
352,1,1945,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,200977,5,1,,,1.0,,,,,,5,2,200977,3,0
353,1,1941,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201555,1,5,1.0,1.0,,,,,,TEAMSTERS,1,1,201555,1,0
360,2,1945,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1786,1,1,,,1.0,,,,,,4,2,1786,1,0
361,2,1952,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1819,3,6,1.0,,,,,,,,1,1,1819,3,0
362,2,1961,42,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,5047,3,6,1.0,,,,,88.0,,INDEPENDENT HEALTH,1,3,1820,3,0
363,2,1928,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1821,1,3,1.0,1.0,1.0,,,,,,1,1,1821,1,0
366,2,1962,41,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1824,4,1,,,1.0,,,,,,5,3,1824,3,0
367,2,1932,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2912,99,77,,,,,,,77.0,,6,999,1576,99,0
369,2,1943,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1826,5,3,,,,1.0,,,,,3,1,1826,3,0
370,2,1959,43,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1827,4,1,,,1.0,,,,,,4,4,1827,3,0
371,2,1960,44,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1804,3,5,,,1.0,,,,,,3,3,1804,3,0
372,2,1946,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1805,2,1,,,1.0,,,,,,3,1,1805,2,0
373,2,1970,34,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1806,3,1,,,1.0,,,,,,3,5,1806,3,0
375,2,1948,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1836,2,6,,,1.0,,,,,,3,1,1836,2,0
376,2,1949,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1841,4,1,,,1.0,,,,,,2,3,1841,3,0
378,2,1946,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1747,1,1,1.0,1.0,,,,,,,2,2,1747,1,0
379,2,1969,35,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1748,3,6,,,1.0,,,,,,3,1,1748,3,0
380,2,1952,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1749,4,1,,,1.0,,,,,,1,1,1749,3,0
482,2,1946,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,321,2,2,,,1.0,,,,,,3,2,321,2,0
483,2,1930,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,322,4,1,,1.0,1.0,,,,,,2,2,322,3,0
484,2,1944,60,BOSNIA AND HERZEGOVINA,0,66,66,66,66,66,66,,77,1,0,0,0,0,0,0,,323,4,1,,,1.0,,,,,,2,3,323,3,0
488,2,1918,86,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2968,2,5,,,,,,88.0,,SENIOR BLUE,1,1,2968,2,0
492,2,1931,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2972,2,5,1.0,,,,,88.0,,INDEPENDENT HEALTH,1,1,2972,2,0
493,2,1925,79,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2973,2,3,,1.0,,1.0,,,,,2,1,2973,2,0
500,2,1934,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4961,2,4,,1.0,,,,,,,3,2,4961,2,0
501,2,1940,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2959,2,1,,,1.0,,,,,,3,2,2959,2,0
503,2,1949,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4890,99,1,,,1.0,,,,,,4,2,4890,99,0
504,2,1958,46,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3967,4,1,,,1.0,,,,,,5,4,3967,3,0
505,2,1952,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,4891,1,6,,,,,,,77.0,,1,4,4891,1,0
507,2,1932,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2957,2,6,,1.0,,,,,,BLUE CROSS TRADTIONAL,1,1,2957,2,0
509,2,1969,35,UNITED STATES OF AMERICA,0,66,66,66,66,66,88,,66,1,0,0,0,0,0,0,,2960,4,1,,,1.0,,,,,,4,2,2960,3,0
513,1,1945,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200295,2,5,,,1.0,,,,,,6,999,200295,2,0
514,1,1966,39,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,202471,2,6,1.0,1.0,,,,,,,1,1,202471,2,0
517,1,1949,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200299,2,1,,,1.0,,,,,,4,2,200299,2,0
518,1,1947,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200300,2,1,,,1.0,,,,,,3,2,200300,2,0
523,1,1949,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200286,4,1,,,1.0,,,,,,5,2,200286,3,0
527,2,1954,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1575,5,5,,,1.0,,,,,,3,1,2894,3,0
529,1,1940,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200293,2,1,,1.0,1.0,,,,,,3,2,200293,2,0
532,2,1926,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2986,3,1,1.0,1.0,1.0,1.0,,,,,3,2,5047,3,0
536,2,1928,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1922,2,3,,1.0,1.0,,,,,,1,999,1922,2,0
539,2,1956,47,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3033,3,5,,,1.0,,,,,,5,3,3033,3,0
541,2,1956,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,88,,66,1,0,0,0,0,0,0,,2975,3,1,,,1.0,,,,,,6,999,2975,3,0
542,2,1930,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2987,3,1,,1.0,1.0,,,,,,3,2,2987,3,0
545,2,1956,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2900,3,1,,,1.0,,,,,,4,5,2900,3,0
554,2,1929,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2979,2,3,,1.0,,1.0,,,,,6,999,2979,2,0
558,1,1956,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203399,1,1,,,1.0,,,,,,5,5,203399,1,0
559,2,1930,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1655,4,1,,1.0,1.0,,,,,,6,4,1655,3,0
572,1,1925,79,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201558,5,3,,1.0,1.0,,,,,,4,2,201558,3,0
575,2,1970,33,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4894,2,5,1.0,,,,,,,,1,3,4894,2,0
576,2,1954,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,2980,2,1,,,1.0,,,,,,4,3,2980,2,0
578,1,1963,41,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203401,3,1,,,,,,88.0,,NOVA,4,4,203401,3,0
579,2,1956,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3025,2,1,,,1.0,,,,,,3,3,3025,2,0
597,2,1954,50,,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,1881,2,6,,,1.0,,,,,,2,1,1881,2,0
598,2,1963,41,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1880,2,6,,,1.0,,,,,,3,1,1880,2,0
599,2,1939,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1879,5,6,,1.0,1.0,,,,,,2,1,1879,3,0
600,1,1969,35,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200913,4,1,,,1.0,,,,,,5,3,200913,3,0
608,2,1926,77,UNITED STATES OF AMERICA,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,,1648,2,3,,1.0,1.0,,,,,,77,999,3965,2,99
615,2,1941,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4842,5,1,,,1.0,1.0,,,,,3,2,4842,3,0
623,2,1944,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4923,2,5,,,1.0,1.0,,,,,6,999,4923,2,0
646,2,1933,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4947,3,1,,1.0,1.0,,,,,,3,2,4947,3,0
651,2,1958,46,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3963,3,1,,,1.0,,,,,,5,2,3963,3,0
652,2,1921,83,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3964,2,3,,1.0,,,,,,,3,2,3964,2,0
654,2,1932,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4930,5,6,,1.0,,1.0,,,,IND HEALTH,4,1,4930,3,0
661,2,1952,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3948,3,1,,,1.0,,,,,,3,2,3948,3,0
662,2,1940,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4928,5,3,,,1.0,,,,,,4,1,4928,3,0
669,2,1942,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4876,2,1,,,1.0,,,,,,3,2,4876,2,0
674,2,1947,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,4070,4,4,1.0,1.0,,,,,,,1,1,4070,3,0
678,2,1960,44,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,5078,2,1,,,1.0,,,,,,2,5,5078,2,0
681,2,1937,67,UNITED STATES OF AMERICA,99,99,99,99,99,99,99,,99,1,0,0,0,0,0,0,,3286,1,3,,1.0,,,,,,CHAMDVA,2,1,3286,1,0
683,2,1975,29,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4870,2,6,,,,,0.0,,,,2,2,4870,2,0
685,2,1946,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4958,1,6,,,1.0,,,,,,2,1,4958,1,0
693,2,1958,46,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4898,2,5,,,1.0,,,,,,3,1,4898,2,0
695,2,1947,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4900,2,1,,,1.0,,,,,,6,2,4900,2,0
696,2,1933,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4907,1,3,,1.0,,,,,,,1,1,4907,1,0
698,2,1925,81,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4106,99,99,,1.0,,,,88.0,,AARP,2,1,4106,99,0
700,2,1976,28,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1977,4,1,1.0,,,,,,,,5,2,1977,3,0
716,2,1933,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,4909,4,1,,1.0,1.0,,,,,,3,2,4909,3,0
721,2,1933,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1979,3,1,,1.0,1.0,,,,,,3,2,1979,3,0
729,1,1936,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200989,2,1,,1.0,,,,,,,2,2,200989,2,0
740,1,1934,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,203397,1,1,,1.0,1.0,,,,,,3,2,203397,1,0
743,2,1934,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4977,5,1,,1.0,1.0,,,,,,5,2,4977,3,0
744,2,1943,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,88,,66,1,0,0,0,0,0,0,,4971,3,1,,,1.0,,,,,,3,2,4971,3,0
745,2,1954,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,3993,5,1,,,1.0,,,,,,6,2,3993,3,0
750,1,1946,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,201004,4,5,,,,1.0,,,,,6,1,205227,3,0
754,2,1926,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4972,2,3,,1.0,1.0,,,,,UNITED HEALTH CARE,3,1,4972,2,0
761,1,1919,85,UNITED KINGDOM,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,200991,1,3,,1.0,,,,,,,2,1,200991,1,0
762,2,1951,53,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4982,3,1,,,1.0,,,,,,4,4,4982,3,0
763,2,1952,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4979,3,3,,,1.0,,,,,,3,1,4979,3,0
764,2,1938,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,4973,2,1,,1.0,1.0,,,,,,3,2,4973,2,0
768,2,1963,41,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,1951,4,1,,,1.0,,,,,,5,4,1951,3,0
