QBarcode,Sex,DOBYear,Age,Country,Ethn,Ethn1,Ethn2,Ethn3,Ethn4,Ethn5,EthnO,EthnOth,EthnDK,Race1,Race2,Race3,Race4,Race5,RaceO,RaceDK,RaceOth,Litho1,Educ,Marital,InsTyp1,InsTyp2,InsTyp3,InsTyp4,InsTypNo,InsTypO,InsTypDK,InsurOth,HHInc,NumSuprt,Litho2,Educ2,Multiracial
10361,2,1957,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,15740,3,1,,,1.0,,,,,,5,4,15740,3,0
10366,2,1937,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,15737,2,1,1.0,1.0,1.0,,,,,,6,2,15737,2,0
10399,1,1942,67,UNITED STATES OF AMERICA,99,99,99,99,99,99,99,,99,1,0,0,0,0,0,0,,212553,4,1,,,1.0,,,,,,6,2,212553,3,0
10411,2,1951,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,15455,3,1,,,1.0,,,,,,5,2,15455,3,0
10457,1,1928,81,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207674,4,1,,1.0,,,,88.0,,AARP,3,1,207674,3,0
10459,2,1961,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,15425,5,1,,,1.0,,,,,,5,4,15425,3,0
10465,1,1935,75,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,207671,5,1,,1.0,,,,88.0,,AETNA,3,2,207671,3,0
10473,2,1944,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,15434,3,1,,1.0,1.0,,,,,,5,2,15434,3,0
10528,2,1937,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,15503,2,1,,,1.0,,,,,,6,999,15503,2,0
10537,2,1943,66,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,15493,5,1,,1.0,1.0,,,,,,5,2,15493,3,0
10590,2,1936,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,15485,1,6,,1.0,1.0,,,,,,2,1,15485,1,0
10670,1,1947,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,211874,4,1,,,1.0,,,,,,5,2,211874,3,0
10690,2,1958,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,22462,3,6,,,1.0,,,,,,4,0,22462,3,0
10709,2,1944,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,24578,3,6,,1.0,,,,,,,2,1,24578,3,0
10722,1,1948,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213670,2,1,,,1.0,,,,,,5,2,213670,2,0
10727,2,1935,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,6893,2,1,,1.0,,,,,,,6,2,6893,2,0
10737,2,1945,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25677,5,5,,1.0,,,,,,,3,0,25677,3,0
10748,1,1950,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212564,2,1,,1.0,1.0,,,,,,6,2,212564,2,0
10789,1,1944,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206668,3,1,,1.0,1.0,,,,,,3,2,206668,3,0
10796,2,1937,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,7204,1,1,1.0,1.0,,,,,,,99,2,7204,1,0
10797,2,1948,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,6863,5,4,,,1.0,,,,,,4,1,6863,3,0
10809,2,1941,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,6870,2,5,,,,1.0,,,,,1,1,6870,2,0
10822,2,1960,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,6877,4,1,,,1.0,,,,,,5,2,6877,3,0
10840,2,1950,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,6862,3,5,1.0,,,,,,,,2,2,6862,3,0
10858,1,1943,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206692,5,1,,1.0,1.0,,,,,,5,6,206692,3,0
10862,1,1932,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,206698,1,6,1.0,1.0,,,,,,,1,1,206698,1,0
10877,1,1952,58,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206750,4,1,,1.0,1.0,,,,,,3,4,206750,3,0
10880,1,1956,54,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212646,5,1,,,1.0,,,,,,4,4,212646,3,0
10887,1,1935,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,206662,2,1,,,1.0,,,,,,5,2,206662,2,0
10893,2,1964,45,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7096,3,6,,,1.0,,,88.0,,HSA,3,1,7096,3,0
10904,2,1935,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7107,3,1,,1.0,1.0,,,,,,4,2,7107,3,0
10920,2,1935,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7109,4,6,,1.0,1.0,,,,,,5,2,7109,3,0
10933,2,1951,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,7089,99,5,1.0,,,,,,,,1,1,7089,99,0
10942,1,1954,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,209470,3,5,,,1.0,,,,,,3,1,209470,3,0
10955,1,1933,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,215831,3,1,,,,,,,,AARP,3,2,215831,3,0
10956,1,1949,61,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,216626,2,5,,,,1.0,,,,,3,11,216626,2,0
10961,1,1945,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,209467,5,1,,,1.0,,,,,,5,2,209467,3,0
10970,1,1936,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,209457,1,1,,1.0,1.0,,,,,,3,2,209457,1,0
11150,2,1943,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9932,3,1,,1.0,,,,,,,3,2,9932,3,0
11177,1,1938,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,209415,2,1,,1.0,,,,88.0,,ADVANTAGE,5,2,209415,2,0
11189,2,1930,80,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9949,99,99,,,,,,,,,99,999,9949,99,0
11199,2,1961,48,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,9948,5,1,,,1.0,,,,,,5,4,9948,3,0
11272,2,1943,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25696,1,5,,1.0,,,,,,,2,1,25696,1,0
11281,2,1952,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25692,3,1,,,1.0,,,,,,4,3,25692,3,0
11292,2,1942,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25784,2,1,,,1.0,,,,,,3,2,25784,2,0
11311,1,1926,83,UNITED STATES OF AMERICA,0,66,66,66,66,66,88,,66,1,0,0,0,0,0,0,,212825,5,1,,1.0,1.0,,,,,,3,2,212825,3,0
11319,1,1936,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,211906,3,1,,1.0,,,,,,INDEPENDENT HEALTH,3,2,211906,3,0
11335,1,1945,64,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212822,5,1,,1.0,1.0,,,,,,5,2,212822,3,0
11355,1,1962,47,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212841,3,6,,,1.0,,,,,,2,1,212841,3,0
11373,1,1929,81,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,211963,4,3,,1.0,,,,,,ENCOMPASS 65,2,1,211963,3,0
11416,2,1962,47,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25531,2,1,,,1.0,,,,,,1,2,25531,2,0
11418,2,1959,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25528,3,1,,,1.0,,,,,,4,3,25528,3,0
11452,2,1951,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24081,2,5,,1.0,1.0,,,,,,3,1,24081,2,0
11498,2,1930,79,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24974,2,1,,1.0,,,,,,,3,2,24974,2,0
11510,2,1933,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25618,2,1,1.0,,,,,,,,5,7,25618,2,0
11755,1,1936,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212596,1,1,,1.0,1.0,1.0,,,,,4,2,212596,1,0
11760,1,1960,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212595,2,1,,,1.0,,,,,,4,2,212595,2,0
11768,2,1950,59,,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,21852,99,99,,,,,,,,,99,999,21852,99,0
11784,2,1932,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25632,3,1,,1.0,1.0,,,,,,3,2,25632,3,0
11797,2,1931,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8757,3,1,,1.0,1.0,,,,,,3,2,8757,3,0
11810,1,1942,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213244,2,1,,1.0,,,,,,,3,2,213244,2,0
11822,2,1960,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8865,5,1,,,1.0,,,,,,5,4,8865,3,0
11832,2,1930,80,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,8868,3,3,,1.0,1.0,,,,,,2,1,8868,3,0
11849,2,1936,73,UNITED STATES OF AMERICA,1,0,0,0,0,0,88,SPANISH,0,1,0,0,0,0,0,0,,8886,2,1,,1.0,,,,88.0,,MEDICARE HMO,1,2,8886,2,0
11914,2,1928,81,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,10447,2,6,,,,,,88.0,,,6,999,10447,2,0
11915,2,1945,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,20798,2,1,,,1.0,,,,,,6,2,20798,2,0
11917,2,1954,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,20719,2,2,,,1.0,,,,,,3,2,20719,2,0
11957,2,1954,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,23599,3,5,1.0,1.0,,,,,,,1,1,23599,3,0
11976,2,1942,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,23606,5,5,,,1.0,,,,,,5,1,23606,3,0
12191,2,1953,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25834,4,1,,,1.0,,,,,,5,4,25834,3,0
12776,1,1938,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,216039,4,1,,1.0,,,,,,,6,2,216039,3,0
12781,2,1938,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24205,5,1,,1.0,1.0,,,,,,4,2,24205,3,0
12817,1,1933,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,216442,3,1,1.0,1.0,1.0,,,,,,5,2,216442,3,0
12830,1,1961,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,216426,4,1,,,1.0,,,,,,5,3,216426,3,0
12848,2,1941,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24106,5,3,,1.0,1.0,,,,,,4,1,24106,3,0
12882,2,1938,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24221,2,1,,1.0,,,,,,,3,2,24221,2,0
12893,2,1945,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24198,3,1,,1.0,1.0,,,,,,77,2,24198,3,0
12897,2,1954,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24222,4,1,,,1.0,,,,,,5,4,24222,3,0
12938,2,1934,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,26466,4,1,,1.0,,,,,,,6,1,26466,3,0
12997,2,1941,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,20022,5,2,,1.0,,,,88.0,,BLUE CROSS BLUE SHIELD,3,1,20022,3,0
13042,2,1961,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,22683,3,5,,,1.0,,,,,,3,1,22683,3,0
13044,2,1951,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24920,5,1,,,1.0,,,,,,5,7,24920,3,0
13107,2,1959,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,25026,2,5,1.0,,,,,,,,3,4,25026,2,0
13134,1,1958,51,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213528,3,1,,,1.0,,,,,,77,2,213528,3,0
13142,1,1990,20,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,215638,3,6,1.0,,,,,,,,3,6,215638,3,0
13152,2,1956,54,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24258,3,1,,,1.0,,,,,,3,4,24258,3,0
13160,2,1961,49,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,19866,5,4,,,1.0,,,,,,3,1,19866,3,0
13191,1,1947,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212078,4,1,,,1.0,,,,,,4,3,212078,3,0
13193,2,1953,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,26544,2,1,,,1.0,,,,,,4,2,26544,2,0
13221,1,1950,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,0,1,0,0,0,0,,212161,2,1,1.0,1.0,,,,,,,6,4,212161,2,0
13227,1,1937,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,215665,3,1,,1.0,1.0,,,,,,3,7,215665,3,0
13232,1,1944,66,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213846,4,4,,1.0,1.0,,,,,,3,1,213846,3,0
13238,2,1955,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,26977,5,1,,,1.0,,,,,,5,4,26977,3,0
13268,1,1951,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212188,4,1,,,1.0,,,,,,5,2,212188,3,0
13293,2,1934,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,26478,1,3,,1.0,1.0,,,,,,2,1,26478,1,0
13308,1,1955,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212100,4,6,,,1.0,,,,,,4,1,212100,3,0
13311,1,1947,63,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,214163,3,1,,,1.0,,,,,,4,5,214163,3,0
13322,1,1936,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212117,3,1,,1.0,,,,,,,4,2,212117,3,0
13333,2,1934,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,24306,2,3,,1.0,1.0,,,88.0,,HEALTH FIRST TPA,2,1,24306,2,0
13337,1,1943,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213094,4,1,,,1.0,,,88.0,,VA,4,7,213094,3,0
13340,1,1937,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,215986,5,1,,1.0,,,,,,,5,2,215986,3,0
13348,2,1958,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,26838,1,6,,,1.0,,,,,,2,1,26838,1,0
13349,2,1941,69,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,26845,2,1,,,1.0,,,,,,2,2,26845,2,0
13350,2,1960,50,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,26836,3,6,,,1.0,,,,,,2,1,26836,3,0
13362,2,1942,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,26825,3,1,1.0,,,,,,,,6,999,26825,3,0
13366,1,1951,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,215987,3,1,,,1.0,,,,,,3,2,215987,3,0
13417,1,1934,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,218719,5,6,1.0,,1.0,,,,,,4,0,218719,3,0
13419,1,1929,81,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,216062,3,3,,1.0,,,,88.0,,SUPPLEMENT,3,1,216062,3,0
13522,2,1936,74,LATVIA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,27026,2,3,,1.0,1.0,,,,,,2,1,27026,2,0
13568,2,1933,77,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,19809,3,3,,1.0,1.0,,,,,,3,1,19809,3,0
13660,2,1943,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,19978,3,1,,1.0,,,,,,,3,2,19978,3,0
13717,2,1932,78,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,19680,2,3,,1.0,,,,,,,2,1,19680,2,0
13750,1,1943,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213877,5,1,,1.0,1.0,,,,,,6,2,213877,3,0
13759,1,1950,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213888,4,1,,,1.0,,,,,,3,2,213888,3,0
13774,2,1954,57,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,22115,3,1,,,1.0,,,,,,6,2,22115,3,0
13786,2,1954,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,27250,2,1,,1.0,1.0,,,,,,4,2,27250,2,0
13797,2,1950,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,27244,3,1,,,1.0,,,,,,4,2,27244,3,0
13842,2,1966,44,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,27181,4,6,1.0,,,,,,,,1,2,27181,3,0
13846,2,1929,81,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,27306,2,3,,1.0,1.0,,,,,,2,1,27306,2,0
13857,1,1947,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213673,4,5,,,,1.0,,,,,3,1,213673,3,0
13869,2,1939,71,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,27182,4,1,,1.0,,,,,,SUPPLEMENT,3,2,27182,3,0
13887,1,1942,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213772,3,1,1.0,,1.0,,,,,,4,2,213772,3,0
13926,2,1950,60,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,27192,3,3,1.0,1.0,,,,88.0,,GOLD CHOICE,1,1,27192,3,0
13930,1,1938,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,213682,4,1,,1.0,,,,,,,4,2,213682,3,0
14046,1,1928,83,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,214562,4,1,,1.0,,,,88.0,,BLUE CROSS BLUE SHIELD,3,2,214562,3,0
14134,2,1927,83,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,23993,2,3,,1.0,1.0,,,,,,2,1,23993,2,0
14163,2,1947,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,0,1,0,0,0,0,,22337,4,5,1.0,,,,,,,UNIVERA,1,1,22337,3,0
14193,2,1959,52,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,22338,4,1,,,1.0,,,,,,5,3,22338,3,0
14194,2,1955,55,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,22321,3,1,,,1.0,,,,,,3,2,22321,3,0
14220,1,1931,79,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212680,1,1,,1.0,1.0,,,,,,4,2,212680,1,0
14231,2,1948,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,21398,5,1,,,1.0,,,,,,4,2,21398,3,0
14233,2,1951,59,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,21396,4,5,,,1.0,,,,,,4,3,21396,3,0
14236,2,1942,68,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,21399,4,5,,,1.0,,,,,,3,1,21399,3,0
14244,2,1935,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,0,1,0,0,0,0,0,,23276,3,6,,1.0,1.0,,,,,,2,1,23276,3,0
14294,1,1935,75,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,214033,5,5,1.0,,1.0,,,,,,3,1,214033,3,0
14295,1,1934,76,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,214034,4,1,,,,1.0,,,,,4,2,214034,3,0
14515,1,1943,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,214272,2,3,,1.0,1.0,,,,,,3,1,214272,2,0
14586,2,1954,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,20209,3,1,,,1.0,,,,,,5,2,20209,3,0
14612,2,1939,72,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,20197,4,1,,1.0,1.0,,,,,,4,7,20197,3,0
14613,1,1937,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,214230,5,1,,1.0,,,,,,,5,2,214230,3,0
14645,1,1922,89,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,212238,5,3,,1.0,1.0,,,,,,6,1,212238,3,0
14674,1,1946,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,1,0,0,0,0,,212232,2,6,1.0,1.0,,,,,,,2,2,212232,2,1
14691,2,1940,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,17772,3,1,,1.0,1.0,,,,,,4,2,17772,3,0
14722,2,1938,73,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,21554,2,1,,1.0,1.0,,,,,,77,999,21554,2,0
14741,1,1937,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,214380,2,1,,1.0,,,,88.0,,IHA,6,2,214380,2,0
14754,2,1945,65,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,21564,3,2,,1.0,,,,,,,77,999,21564,3,0
14787,2,1937,74,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,22926,2,2,,1.0,,1.0,,88.0,,SUPPLEMENT,6,2,22926,2,0
14792,2,1956,54,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,23153,3,1,,,1.0,,,,,,4,2,23153,3,0
14806,2,1943,67,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,23158,3,1,,,1.0,,,,,,5,2,23158,3,0
14877,1,1934,77,CANADA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,214891,4,1,,1.0,,,,,,,3,2,214891,3,0
14928,2,1968,42,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,21509,3,1,,,1.0,,,,,,6,999,21509,3,0
14947,2,1949,62,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,23972,3,1,,1.0,,,,,,,6,2,23972,3,0
14951,2,1947,63,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,23974,5,1,,,1.0,,,,,,5,3,23974,3,0
14952,2,1927,84,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,17781,1,3,,1.0,,,,88.0,,UNIVERA,2,1,17781,1,0
14957,2,1941,70,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,17400,1,3,,,,1.0,,,,,1,1,17400,1,0
14959,2,1955,56,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,23965,5,5,,,1.0,,,,,,5,1,23965,3,0
14962,2,1930,81,UNITED STATES OF AMERICA,0,66,66,66,66,66,66,,66,1,0,0,0,0,0,0,,18093,3,1,,1.0,1.0,,,,,,6,2,18093,3,0
